sold_in_30,asking_price,bedrooms,bathrooms,heating,sqft_living,sqft_lot,floors,view,condition,grade,sqft_above,yr_built,yr_renovated
0,610000.0,4,2.5,oil,2950,9010,2.0,poor,average,9,2950,2004,0.0
1,538000.0,2,1.75,oil,1850,3060,1.0,poor,average,7,1060,1929,1992.0
1,787500.0,4,1.75,oil,1580,9382,1.0,poor,average,7,1080,1963,0.0
0,420000.0,3,1.0,other,1790,7055,1.0,poor,very good,8,1520,1937,0.0
0,760000.0,5,2.0,gas,3920,5250,1.5,poor,very good,7,2560,1910,0.0
1,242500.0,3,1.75,oil,1550,1905,2.0,poor,average,7,1550,2005,0.0
1,235000.0,3,1.0,electric,1270,7153,1.0,poor,very good,6,1270,1949,0.0
0,598780.0,4,2.25,oil,3040,12160,1.0,poor,good,7,1520,1963,0.0
1,343000.0,2,1.0,oil,1110,9920,1.0,poor,very good,6,700,1942,0.0
1,291970.0,1,1.0,electric,680,21727,1.0,poor,average,5,680,1952,1995.0
1,599950.0,3,1.0,oil,1680,7910,1.0,poor,average,7,1680,1949,0.0
0,323000.0,4,2.75,oil,2000,9083,2.0,poor,good,7,2000,1992,0.0
1,727000.0,4,3.0,oil,3150,9703,2.0,poor,average,9,3150,2001,0.0
1,166000.0,1,1.0,other,1120,17332,1.0,poor,average,7,1120,1988,0.0
1,450000.0,4,1.75,other,1740,12204,1.0,poor,average,7,1270,1961,0.0
1,400000.0,3,2.5,gas,2970,23100,1.0,poor,average,7,1510,1967,0.0
0,599000.0,3,2.5,other,2970,23100,1.0,poor,average,7,1510,1967,0.0
1,165000.0,3,1.0,oil,1150,19200,1.0,poor,good,5,1150,1908,0.0
1,229000.0,2,1.0,gas,1190,7408,1.0,poor,average,6,830,1941,0.0
1,542000.0,3,2.5,gas,1990,15985,1.0,poor,average,8,1540,1964,0.0
1,214000.0,3,1.0,oil,1020,9147,1.0,poor,good,6,1020,1900,1965.0
1,305000.0,3,2.5,oil,2030,8000,2.0,poor,average,7,2030,1997,0.0
0,498000.0,3,2.5,electric,1620,2640,2.0,poor,good,7,1620,1900,1993.0
0,737000.0,3,2.5,gas,2300,7800,2.0,average,average,9,2300,1997,0.0
0,860000.0,4,3.25,oil,3830,10005,2.0,poor,average,10,3830,2001,0.0
1,249000.0,3,2.25,gas,1440,7673,1.0,poor,average,7,940,1982,0.0
1,370000.0,2,1.0,oil,910,5525,1.0,poor,fair,6,910,1910,0.0
0,725000.0,3,2.0,oil,1550,12262,1.0,poor,good,7,1550,1964,0.0
1,529000.0,5,2.5,oil,2380,91476,1.0,poor,good,8,1580,1976,0.0
1,310000.0,4,2.75,oil,2060,8100,1.0,poor,good,7,1310,1988,0.0
1,350000.0,3,1.75,oil,1970,10800,1.0,poor,good,7,1300,1979,0.0
1,240000.0,3,1.0,electric,1040,7800,1.0,poor,average,7,1040,1948,0.0
1,446000.0,4,2.5,oil,1530,8375,1.0,poor,average,7,1020,1974,0.0
1,280000.0,3,2.5,oil,1600,6700,2.0,poor,average,8,1600,1991,0.0
1,132500.0,3,1.0,oil,1080,10500,1.0,poor,average,7,1080,1967,0.0
1,290000.0,2,1.0,oil,850,6800,1.0,poor,average,7,850,1948,0.0
0,860000.0,5,2.25,gas,1960,8592,1.0,poor,good,8,1290,1958,0.0
0,245000.0,4,1.0,gas,1530,7200,1.5,poor,average,7,1400,1948,0.0
1,255000.0,3,1.5,oil,1320,7980,1.0,poor,average,7,1320,1956,0.0
1,299000.0,3,1.0,oil,960,8100,1.0,poor,average,7,960,1955,0.0
0,575000.0,4,2.5,gas,2040,5508,2.0,poor,good,8,2040,1996,0.0
1,284000.0,3,1.0,oil,1080,8214,1.0,poor,average,7,1080,1944,0.0
0,840000.0,3,1.75,oil,2020,4800,1.0,poor,good,8,1090,1926,0.0
1,472500.0,4,1.75,oil,1440,8536,1.0,poor,good,7,1440,1961,0.0
1,398000.0,3,1.75,gas,1890,16001,1.5,poor,good,7,1890,1950,0.0
1,340000.0,3,2.5,oil,2240,6000,2.0,poor,average,8,2240,2003,0.0
1,235000.0,3,1.0,electric,1020,6173,1.0,poor,average,6,780,1948,0.0
0,582000.0,5,2.5,gas,2780,12335,1.0,poor,good,8,1590,1968,0.0
1,209000.0,2,1.0,gas,1070,6120,1.0,poor,average,6,1070,1962,0.0
1,663000.0,3,2.25,oil,2840,59677,1.0,poor,average,7,1580,1967,0.0
1,315000.0,3,2.0,oil,1060,5750,1.0,poor,average,7,1060,1981,0.0
1,302200.0,4,1.5,other,1730,10396,1.0,poor,average,7,1730,1964,0.0
0,770000.0,3,2.5,oil,2190,2658,2.0,good,good,9,2190,1979,0.0
1,374950.0,4,1.75,oil,1660,8160,1.0,poor,average,8,1660,1974,0.0
0,967000.0,4,2.5,gas,3100,7250,2.0,poor,average,9,3100,2010,0.0
0,536500.0,4,2.5,gas,1720,3515,2.0,average,average,8,1470,2000,0.0
0,315000.0,6,4.0,gas,3120,4240,2.0,average,good,7,2090,1993,0.0
1,626000.0,3,1.0,oil,1040,4240,1.0,poor,good,7,860,1924,0.0
1,334009.0,4,2.0,electric,1650,9305,1.0,poor,good,6,1650,1960,0.0
1,429000.0,2,1.0,gas,1010,5000,1.0,poor,fair,7,1010,1924,0.0
1,350000.0,3,2.25,oil,2010,4400,1.5,poor,average,7,2010,1986,0.0
0,1250000.0,5,3.5,gas,3510,4798,2.0,poor,average,10,2700,2008,0.0
1,539000.0,3,1.5,oil,1460,5040,1.0,poor,average,7,1100,1971,0.0
0,590000.0,4,2.5,other,2660,35010,2.0,average,average,9,2660,1993,0.0
1,575000.0,4,2.5,gas,2120,9603,2.0,poor,average,8,2120,1985,0.0
1,509000.0,3,2.25,electric,1780,9315,2.0,poor,average,7,1780,1996,0.0
0,290000.0,4,2.5,gas,2000,13300,1.0,poor,good,7,1200,1968,0.0
1,305240.0,3,1.0,oil,1300,9000,1.0,poor,average,7,1300,1956,0.0
1,317000.0,3,2.0,gas,1790,8228,1.0,poor,average,7,1390,1980,0.0
0,850000.0,2,1.5,oil,1800,4144,1.0,very good,good,7,900,1962,0.0
1,469000.0,3,2.25,gas,2620,10659,1.0,poor,average,7,1660,1976,0.0
1,360000.0,4,2.5,gas,2340,13445,2.0,poor,average,8,2340,1990,0.0
1,275000.0,2,1.75,oil,2090,11317,1.0,poor,very good,7,1090,1931,0.0
1,310000.0,4,2.75,electric,1950,9720,1.0,poor,average,7,1400,1986,0.0
1,313500.0,5,3.0,oil,2240,94960,1.0,poor,average,6,2240,1985,0.0
1,345000.0,3,2.5,oil,1360,1489,2.0,poor,average,8,1360,2007,0.0
1,329950.0,4,2.25,gas,2140,8874,2.0,poor,average,8,2140,1986,0.0
1,250000.0,3,1.75,oil,1628,286355,1.0,poor,average,7,1628,1996,0.0
1,246000.0,3,2.0,other,1990,203861,1.0,poor,average,7,1990,1949,0.0
1,160000.0,3,2.25,gas,1470,8682,1.0,poor,average,7,1160,1985,0.0
1,169500.0,3,1.0,gas,1060,10023,1.0,poor,average,6,1060,1962,0.0
1,345000.0,4,2.75,electric,2200,13498,2.0,poor,average,8,2200,1987,0.0
0,672000.0,3,1.0,gas,1220,8573,1.0,poor,good,7,1220,1954,0.0
1,550000.0,4,1.5,oil,2750,128502,1.0,poor,fair,7,1500,1958,0.0
1,487000.0,3,1.75,oil,1430,12632,1.0,poor,average,7,1430,1959,0.0
1,519950.0,5,3.5,oil,2440,10200,2.0,poor,good,7,2440,1974,0.0
1,614950.0,3,1.0,oil,1500,2400,1.5,poor,very good,7,1500,1900,0.0
0,625000.0,4,1.5,oil,2190,13660,1.0,good,average,8,2190,1952,0.0
0,469950.0,5,2.0,gas,1220,4200,1.0,poor,good,6,1090,1921,0.0
0,787500.0,2,2.5,oil,2390,6928,2.0,good,good,8,1810,1949,1982.0
1,310000.0,2,1.0,oil,750,5379,1.0,poor,average,6,750,1919,0.0
1,280000.0,5,2.0,electric,2110,7919,1.0,poor,average,7,1110,1966,0.0
1,200000.0,4,1.0,electric,1020,42966,1.5,poor,good,6,1020,1922,0.0
0,490000.0,3,2.5,gas,3080,7363,2.0,poor,average,9,3080,2006,0.0
1,242500.0,3,1.0,oil,940,7380,1.0,poor,average,6,940,1959,0.0
1,324950.0,3,1.0,oil,1040,7288,1.0,poor,average,7,1040,1959,0.0
1,300000.0,3,2.5,oil,2080,9827,2.0,poor,average,8,2080,1989,0.0
1,565000.0,4,2.5,oil,2280,4602,2.0,poor,average,8,2280,2003,0.0
0,1140000.0,4,2.5,oil,3370,10602,2.0,poor,average,10,3370,1999,0.0
1,330000.0,4,2.25,oil,2440,8098,2.0,poor,average,8,2440,1983,0.0
0,600000.0,4,2.75,gas,2950,5803,2.0,poor,average,9,2950,2007,0.0
0,726888.0,5,3.0,oil,2970,7261,2.0,poor,average,9,2970,1999,0.0
1,285000.0,2,1.0,other,720,6400,1.0,poor,good,6,720,1943,0.0
0,295000.0,4,2.0,oil,1650,7200,1.0,poor,average,7,1650,1964,0.0
1,460000.0,3,2.25,electric,1620,7350,1.0,poor,average,7,1170,1969,0.0
0,2300000.0,4,2.5,oil,3370,8402,1.0,poor,very good,10,2240,1962,0.0
1,360000.0,4,2.5,oil,2000,5500,2.0,poor,average,8,2000,2003,0.0
0,585000.0,3,2.5,gas,2060,10839,2.0,poor,average,8,2060,1987,0.0
1,305000.0,3,2.25,gas,1740,6650,1.0,poor,average,7,1240,1978,0.0
1,309950.0,3,2.5,oil,1880,7838,2.0,poor,average,7,1880,1994,0.0
1,550000.0,3,1.0,gas,960,12527,1.0,poor,average,7,960,1972,0.0
0,825000.0,3,2.5,oil,3280,26413,1.0,good,average,11,2670,1985,0.0
0,998500.0,2,1.0,oil,1570,4400,1.5,poor,good,8,1570,1914,0.0
1,300000.0,3,1.0,oil,1260,5000,1.0,poor,good,6,1260,1968,0.0
1,435000.0,3,2.25,gas,1740,8491,1.0,poor,average,8,1240,1958,0.0
0,777700.0,3,2.5,oil,2260,251460,1.5,poor,average,10,2260,1995,0.0
1,570000.0,3,1.75,other,2580,40392,1.0,poor,average,9,1390,1986,0.0
1,174950.0,2,1.0,electric,730,6000,1.0,poor,average,6,730,1950,0.0
1,435000.0,3,1.5,oil,1740,6988,1.0,poor,average,7,1600,1950,0.0
0,840000.0,4,2.5,oil,3420,8405,2.0,poor,average,10,3420,2000,0.0
0,469000.0,5,2.5,gas,2240,7543,1.0,poor,average,7,1140,1966,0.0
0,649000.0,5,3.25,gas,3990,13087,2.0,poor,average,9,2400,1991,0.0
1,445500.0,2,1.75,oil,1390,6670,1.0,poor,average,6,720,1941,0.0
0,475000.0,3,2.0,gas,1230,11502,1.0,poor,good,7,1230,1984,0.0
0,590000.0,4,2.5,gas,2940,29013,2.0,poor,average,10,2940,1992,0.0
1,375000.0,3,2.5,gas,1670,7740,1.0,poor,average,7,1130,1974,0.0
1,315000.0,5,1.75,oil,1850,14800,1.5,poor,average,6,1760,1937,0.0
0,496600.0,4,2.25,oil,2020,8400,1.0,poor,good,8,1350,1961,0.0
1,542500.0,5,3.5,oil,2730,42500,1.0,poor,average,8,1530,1989,0.0
0,739000.0,5,2.5,gas,2840,5000,1.0,poor,good,7,1620,1913,0.0
0,270000.0,4,2.5,gas,1660,8063,1.0,poor,good,7,1660,1978,0.0
1,155000.0,2,1.0,oil,1010,43056,1.5,poor,average,5,1010,1990,0.0
1,675000.0,3,1.75,oil,1920,4500,1.0,poor,very good,7,960,1924,0.0
0,931000.0,3,2.5,oil,2460,6600,1.5,poor,good,8,1560,1929,0.0
1,531000.0,3,2.25,electric,1910,8390,1.0,poor,average,7,1910,1979,0.0
0,386500.0,4,1.0,gas,1400,3600,1.0,poor,good,6,700,1901,0.0
1,475580.0,3,1.75,oil,1520,11085,1.0,poor,average,8,1520,1983,0.0
0,868500.0,3,2.5,other,2920,3942,3.0,poor,average,10,2920,2008,0.0
1,599380.0,3,1.75,oil,1270,7350,1.0,poor,good,7,1270,1967,0.0
0,712000.0,4,2.25,gas,2450,11960,1.0,poor,average,10,2450,1979,0.0
0,875000.0,4,2.0,oil,2520,6000,1.0,poor,average,8,1400,1921,2007.0
1,452000.0,4,2.0,oil,1660,6150,1.0,poor,average,6,850,1945,0.0
0,915000.0,3,2.75,oil,2800,9750,1.0,poor,very good,7,1400,1957,0.0
1,425000.0,3,1.0,oil,1180,7200,1.5,poor,good,7,1180,1949,0.0
1,460000.0,2,1.75,other,1390,4160,1.0,poor,very good,6,790,1916,0.0
1,390000.0,3,2.25,oil,2270,32112,1.0,poor,good,8,1740,1980,0.0
1,650000.0,4,1.75,oil,2640,8215,1.0,poor,good,7,1500,1966,0.0
1,305000.0,3,2.0,other,1680,8487,1.0,poor,average,7,1680,1993,0.0
1,250000.0,3,1.0,oil,990,8100,1.0,poor,average,6,990,1949,0.0
0,290000.0,2,1.0,gas,950,5650,1.0,poor,very good,6,950,1943,0.0
1,324950.0,4,2.0,oil,2160,4800,2.0,poor,good,7,1290,1929,0.0
1,453000.0,3,2.5,oil,1650,1838,2.0,poor,good,7,1270,1991,0.0
1,556000.0,3,1.0,oil,1800,4005,1.5,poor,good,7,1160,1929,0.0
1,315000.0,3,2.0,oil,1660,11135,1.0,poor,average,8,1660,1971,0.0
0,1260000.0,3,3.5,oil,3220,3960,2.0,very good,average,10,2760,1991,0.0
1,287200.0,3,3.0,oil,1850,19966,1.0,poor,good,7,1090,1992,0.0
1,360000.0,3,1.75,gas,1020,7020,1.5,poor,good,7,1020,1953,0.0
1,535000.0,2,1.75,other,1780,224769,1.0,poor,good,8,1780,1976,0.0
1,402000.0,2,1.0,oil,710,5100,1.0,poor,very good,7,710,1905,0.0
0,600000.0,4,3.5,electric,4300,70407,2.0,poor,average,10,2710,1992,0.0
0,360000.0,6,2.0,oil,2210,9870,2.0,poor,good,7,2210,1969,1995.0
1,319950.0,3,2.5,other,1980,9907,2.0,poor,average,8,1980,1991,0.0
1,381000.0,4,2.5,electric,2130,6003,2.0,poor,average,8,2130,2003,0.0
1,256900.0,3,2.5,gas,1720,3951,2.0,poor,average,7,1720,1992,0.0
0,545000.0,3,2.0,gas,1900,9975,1.0,poor,average,8,1500,1973,0.0
0,550000.0,4,2.5,oil,2700,5100,1.0,poor,good,8,1440,1968,0.0
1,339950.0,4,2.25,gas,2200,7150,2.0,poor,good,7,2200,1990,0.0
0,417000.0,3,1.0,gas,1310,8514,1.0,poor,good,7,1310,1953,0.0
0,906000.0,4,2.5,oil,2480,5000,1.0,good,average,8,1480,1951,0.0
0,980000.0,4,2.25,oil,3010,9800,2.0,poor,good,9,3010,1973,0.0
1,555000.0,4,2.5,oil,2450,5079,2.0,poor,average,9,2450,2001,0.0
1,468000.0,2,1.75,electric,1250,7029,1.0,poor,good,7,1250,1986,0.0
1,378000.0,3,1.75,oil,2610,117176,1.0,poor,average,7,1390,1981,0.0
1,730100.0,4,2.5,oil,3120,14300,2.0,poor,average,9,3120,2003,0.0
1,219000.0,4,1.5,electric,1370,7944,1.5,poor,average,7,1370,1961,0.0
1,262500.0,4,2.75,electric,1500,7036,1.0,poor,average,7,1060,1979,0.0
0,525000.0,5,2.5,gas,2630,9216,2.0,poor,average,8,2630,2003,0.0
0,417400.0,3,3.0,gas,2680,12285,1.0,poor,good,8,2680,1970,0.0
0,788000.0,4,3.25,gas,3680,5759,2.0,poor,average,9,2840,2003,0.0
0,950000.0,6,1.0,oil,2330,5000,1.5,poor,good,7,2330,1920,0.0
1,394000.0,3,1.0,oil,1450,7930,1.0,poor,good,6,1150,1923,0.0
0,456000.0,5,2.75,oil,2720,193406,1.0,very good,good,7,1700,1968,0.0
1,637000.0,4,2.5,oil,1710,5000,1.0,poor,average,8,1110,1979,0.0
0,485000.0,5,1.5,gas,1420,9900,1.0,poor,average,7,1050,1964,0.0
1,252500.0,2,1.5,electric,1280,8710,1.0,poor,average,7,1280,1967,0.0
1,240000.0,2,1.0,gas,1320,24319,1.0,poor,average,7,1320,1966,0.0
0,310000.0,3,1.0,gas,1480,7830,1.0,poor,average,7,1480,1952,0.0
0,1250000.0,4,2.5,oil,2960,20240,2.0,very good,good,10,2960,1985,0.0
0,425000.0,2,1.0,gas,1160,5038,1.0,poor,very good,7,740,1942,0.0
1,548000.0,3,2.5,gas,2110,4099,2.0,poor,average,8,2110,2001,0.0
0,379880.0,3,2.5,gas,1650,14054,1.0,poor,good,7,1130,1986,0.0
1,530000.0,3,2.5,gas,1950,9906,2.0,poor,average,8,1950,1988,0.0
0,695000.0,3,2.25,oil,2600,220300,1.5,poor,very good,8,2120,1977,0.0
1,435000.0,3,1.0,gas,1270,4000,1.5,average,average,7,1270,1928,0.0
1,540000.0,3,1.75,oil,1300,62290,1.0,poor,average,7,1300,1983,0.0
1,490000.0,3,2.5,electric,1930,7266,2.0,poor,average,8,1930,2005,0.0
1,667500.0,3,1.75,oil,2130,20423,1.0,poor,average,9,2130,1953,0.0
1,225000.0,3,1.5,electric,1390,12500,1.0,poor,good,6,1390,1976,0.0
1,375000.0,3,1.0,oil,1230,9877,1.0,poor,average,7,1230,1954,0.0
1,680000.0,5,3.25,electric,2440,15815,2.0,poor,average,8,1990,2014,0.0
1,600000.0,3,1.0,gas,970,4800,1.0,poor,average,6,970,1950,0.0
1,161000.0,4,2.0,oil,1700,8043,1.0,poor,average,7,850,1954,0.0
0,220000.0,4,2.0,gas,1700,8043,1.0,poor,average,7,850,1954,0.0
1,710000.0,3,1.0,gas,1400,2250,1.5,poor,average,7,1400,1909,0.0
1,279500.0,3,1.5,oil,1200,8040,1.0,poor,good,7,1200,1959,0.0
1,325000.0,2,1.0,oil,1080,5000,1.0,poor,average,7,1080,1954,0.0
0,380000.0,4,2.25,oil,1860,7980,1.0,poor,good,8,1860,1966,0.0
0,363000.0,4,3.0,oil,2250,12142,2.0,poor,average,8,2250,1986,0.0
1,245000.0,4,2.25,gas,2050,7700,2.0,poor,average,7,2050,1977,0.0
1,525000.0,3,1.0,oil,1010,3520,1.0,poor,average,7,1010,1902,0.0
1,658500.0,4,2.25,oil,1900,5000,1.0,poor,average,7,1400,1963,0.0
0,680000.0,2,1.0,oil,1020,8442,1.0,very good,good,7,920,1941,0.0
1,595000.0,4,2.5,oil,1990,2175,2.0,poor,average,8,1680,2005,0.0
1,198900.0,2,1.0,gas,1210,18700,1.0,poor,good,7,1210,1940,0.0
0,1090000.0,4,3.25,electric,3740,12080,1.0,poor,average,10,2000,1988,0.0
1,259000.0,3,2.5,oil,2740,7980,2.0,poor,good,7,2740,1964,0.0
0,488000.0,2,1.5,electric,1000,5125,1.0,poor,average,7,1000,1942,1968.0
0,635000.0,4,2.25,electric,2350,46173,2.0,poor,good,8,2350,1980,0.0
0,579000.0,3,2.75,electric,2660,223027,1.0,poor,average,8,1330,1962,0.0
1,455000.0,5,2.0,oil,1510,3000,2.0,poor,average,6,1510,1983,0.0
1,265000.0,3,2.5,oil,1780,6527,2.0,poor,average,8,1780,1989,0.0
1,240000.0,3,1.0,oil,1550,12670,1.0,poor,good,7,1550,1962,0.0
1,570000.0,4,3.0,oil,2710,217800,2.5,poor,average,9,2710,2006,0.0
0,543000.0,2,1.0,gas,940,3864,1.0,poor,good,8,940,1918,0.0
0,1010000.0,3,2.25,gas,2160,7500,2.0,poor,average,10,2160,1982,0.0
0,683500.0,3,1.5,gas,1820,5756,1.5,poor,average,7,1640,1946,0.0
1,255000.0,2,1.0,oil,1320,9967,1.0,poor,average,6,940,1919,0.0
0,910000.0,5,3.0,other,2640,5096,2.0,poor,average,10,2640,2009,0.0
1,248000.0,3,1.0,oil,1420,8800,1.0,poor,good,6,1090,1981,0.0
1,429000.0,3,1.0,oil,1540,37950,1.0,poor,good,7,1090,1959,0.0
0,685000.0,4,1.0,electric,1550,15239,1.5,very good,average,6,1370,1930,0.0
0,575000.0,3,2.25,other,2680,100188,2.0,poor,good,8,1580,1978,0.0
0,492000.0,4,2.0,gas,1640,5000,2.0,poor,average,7,1640,1907,1983.0
1,311100.0,4,2.25,oil,2130,8078,1.0,poor,good,7,1380,1977,0.0
0,1080000.0,3,3.0,gas,4020,435600,1.5,average,average,10,4020,1999,0.0
1,500000.0,5,2.5,gas,2030,8400,1.0,poor,average,7,1330,1968,0.0
1,553000.0,3,1.0,oil,1380,6250,1.0,poor,good,7,1380,1918,0.0
1,589500.0,4,1.5,oil,1440,3200,1.0,fair,good,7,960,1960,0.0
0,840000.0,5,2.75,gas,2790,20824,1.0,poor,average,9,1680,1959,0.0
0,1280000.0,3,2.5,electric,3870,46609,2.0,good,average,9,3870,1997,0.0
1,260000.0,3,2.5,oil,1850,7875,1.0,poor,average,7,1250,1968,0.0
1,430000.0,3,2.25,oil,1550,1469,3.0,poor,average,8,1550,2004,0.0
1,280000.0,2,1.0,electric,790,13170,1.0,poor,average,6,790,1947,0.0
1,466200.0,3,1.5,oil,1340,8856,1.0,poor,good,7,1340,1959,0.0
0,641000.0,3,1.75,gas,1620,3975,1.0,poor,very good,7,940,1926,0.0
1,350000.0,3,1.0,electric,1680,8010,1.0,poor,average,7,840,1951,0.0
0,1800000.0,4,3.5,oil,4460,16953,1.0,poor,average,9,2550,1962,0.0
0,964000.0,3,2.5,gas,3630,9475,2.0,poor,average,11,3630,1999,0.0
0,2000000.0,4,3.0,oil,4260,18000,2.0,average,average,11,4260,2000,0.0
0,550000.0,4,2.5,gas,2120,9163,1.0,poor,good,8,1450,1961,0.0
1,717500.0,3,1.0,electric,2090,4000,1.5,average,average,8,1890,1931,0.0
1,365500.0,2,1.0,gas,1140,15624,1.0,poor,good,6,1140,1909,0.0
1,580000.0,2,1.5,gas,1460,5700,1.5,poor,average,7,1460,1912,0.0
0,415000.0,4,1.5,oil,2700,14760,1.5,poor,very good,9,2700,1940,0.0
1,272000.0,2,1.0,gas,670,6300,1.0,poor,good,6,670,1942,0.0
1,600000.0,3,1.75,oil,1880,6360,1.0,poor,good,7,1040,1945,0.0
1,322000.0,3,3.25,oil,1380,1225,3.0,poor,average,7,1380,2000,0.0
1,272450.0,3,1.0,gas,1350,7973,1.5,poor,average,7,1350,1954,0.0
1,605000.0,3,3.0,electric,1760,2114,2.0,poor,average,7,1400,2008,0.0
1,510000.0,3,1.75,gas,1950,8325,1.0,poor,good,7,1950,1962,0.0
0,1130000.0,4,3.5,electric,3170,4000,2.0,poor,average,10,2340,1999,0.0
0,1690000.0,4,2.5,other,3000,7500,2.0,poor,average,9,3000,1937,1994.0
1,162000.0,4,1.0,oil,1460,16638,1.0,poor,good,6,1460,1975,0.0
1,337500.0,3,1.75,oil,1350,5850,1.0,poor,good,7,1050,1973,0.0
1,312000.0,3,2.25,oil,1470,7857,1.0,poor,good,7,1180,1973,0.0
1,328000.0,4,1.0,other,1360,8136,1.0,poor,average,7,1360,1948,0.0
1,246000.0,5,1.75,gas,2030,10200,1.0,poor,good,7,2030,1958,0.0
1,270000.0,2,1.0,oil,2060,8398,1.0,poor,average,7,1260,1962,0.0
1,335000.0,2,2.25,electric,1420,1246,2.0,poor,average,8,1420,2007,0.0
0,527950.0,4,1.75,oil,1760,3600,1.0,poor,very good,7,880,1926,0.0
1,667000.0,3,1.75,electric,1770,3880,1.0,poor,average,8,1300,1963,0.0
0,1150000.0,10,5.25,other,4590,10920,1.0,average,average,9,2500,2008,0.0
1,451000.0,4,1.75,oil,1260,7250,1.0,poor,average,6,1260,1943,0.0
0,570000.0,4,2.25,gas,2380,36446,2.0,poor,good,8,2380,1977,0.0
0,750000.0,5,3.25,oil,2750,7500,2.0,fair,average,7,2150,1937,0.0
1,685000.0,3,2.5,other,2810,7700,2.0,poor,average,9,2810,2001,0.0
1,275000.0,3,2.0,oil,1340,9764,1.0,poor,average,7,1340,1944,0.0
0,739888.0,3,2.5,gas,2420,43177,2.0,very good,good,8,1690,1989,0.0
0,800000.0,4,2.0,gas,2450,4400,1.0,poor,average,7,1450,1913,1980.0
0,220000.0,3,1.0,electric,1000,223462,1.0,average,good,6,1000,1933,0.0
1,452500.0,3,2.5,oil,2240,7791,2.0,poor,average,7,2240,2002,0.0
1,280000.0,4,2.5,oil,2200,5893,2.0,poor,average,7,2200,2008,0.0
1,248000.0,1,1.0,gas,790,12000,1.0,poor,average,6,790,1918,0.0
1,305000.0,2,1.0,oil,890,7200,1.0,poor,average,7,740,1949,0.0
0,678100.0,3,1.75,oil,1850,2860,1.5,poor,very good,8,1210,1931,0.0
1,462608.0,3,2.5,electric,2010,2778,2.0,poor,average,8,1390,2014,0.0
1,210000.0,3,1.0,oil,1040,8125,1.0,poor,average,7,1040,1956,0.0
1,510000.0,3,2.5,gas,1890,5929,2.0,poor,average,8,1890,1993,0.0
1,280000.0,3,2.25,oil,1810,7630,1.0,poor,good,7,1810,1959,0.0
1,375000.0,3,2.25,oil,1330,8004,2.0,poor,average,7,1330,1985,0.0
1,336000.0,4,2.25,oil,2210,11700,2.0,poor,good,8,2210,1967,0.0
0,732000.0,3,3.75,gas,2670,6517,2.5,very good,good,8,2020,1977,0.0
1,200000.0,2,1.0,gas,1000,6227,1.0,poor,average,6,1000,1949,0.0
1,235000.0,3,1.75,oil,1520,12246,1.0,poor,good,6,1520,1971,0.0
1,257500.0,3,1.0,oil,1690,13825,1.0,poor,average,7,1210,1955,0.0
1,315000.0,3,1.0,gas,1070,9497,1.0,poor,average,7,1070,1955,0.0
1,530000.0,4,2.25,oil,2130,8640,1.0,poor,average,7,1430,1969,0.0
1,766500.0,2,1.75,oil,2230,6930,1.0,poor,good,8,1530,1947,0.0
0,860000.0,4,2.5,electric,3560,11119,1.0,average,average,10,2290,1986,0.0
1,551000.0,4,1.75,electric,2040,6348,1.0,poor,average,7,1020,1962,0.0
0,530000.0,3,2.75,other,2100,20150,1.0,poor,good,7,2100,1955,0.0
1,535000.0,3,2.5,gas,2400,12546,1.0,poor,average,9,2400,1983,0.0
1,234300.0,3,1.0,oil,1140,9779,1.0,poor,average,7,1140,1963,0.0
0,525000.0,4,1.75,electric,1820,6600,1.0,poor,very good,7,1820,1960,0.0
1,600000.0,3,1.75,oil,1580,7416,1.0,poor,average,7,1150,1967,0.0
0,664000.0,4,2.5,other,1870,16200,1.0,poor,very good,8,1250,1974,0.0
1,759000.0,3,2.25,oil,2950,78843,1.5,poor,average,9,2950,2006,0.0
0,599950.0,6,3.0,electric,2020,4129,1.0,poor,average,7,1230,1994,0.0
1,331292.0,3,1.75,gas,1660,10000,1.0,poor,average,7,1660,1972,0.0
1,435000.0,2,1.0,electric,720,5600,1.0,poor,good,7,720,1920,0.0
1,285000.0,3,1.5,gas,1870,42070,1.0,poor,average,7,1870,1953,0.0
0,740000.0,4,2.25,electric,2860,26136,1.0,poor,average,8,1640,1977,0.0
1,246000.0,3,1.0,electric,990,9145,1.5,poor,good,6,990,1939,0.0
1,260000.0,3,1.0,gas,1910,8710,1.0,poor,average,7,1080,1954,0.0
1,366000.0,3,2.0,gas,1350,10200,1.0,poor,average,7,1350,1977,0.0
0,594950.0,4,3.25,oil,2557,9480,2.0,average,average,7,2557,1948,1993.0
0,608000.0,3,2.75,oil,2610,5000,2.0,poor,good,7,1710,1946,0.0
1,313100.0,3,2.0,electric,1720,11875,1.0,poor,very good,6,1720,1905,0.0
1,185000.0,3,1.75,oil,1170,9085,1.0,poor,average,7,1170,1967,0.0
1,230000.0,3,1.0,gas,1020,12289,1.0,poor,good,7,1020,1967,0.0
1,240000.0,4,2.25,gas,1830,7614,2.0,poor,average,7,1830,1991,0.0
0,1820000.0,4,4.5,gas,6380,88714,2.0,poor,average,12,6380,2006,0.0
0,765000.0,4,2.5,gas,2660,5043,2.0,average,average,9,2660,2003,0.0
0,1050000.0,4,4.0,oil,4550,54013,1.0,fair,good,9,2300,1989,0.0
0,546000.0,3,3.0,oil,1530,9999,1.0,poor,good,7,1150,1983,0.0
